Time,Temperature,On Time
551267,0,82,0.0
551291,0,82,0.0
551316,0,82,0.0
551342,0,82,0.0
551366,0,82,0.0
551391,0,82,0.0
551416,0,82,0.0
551441,0,82,0.0
551467,0,82,0.0
551491,0,82,0.0
551516,0,82,0.0
551541,0,82,0.0
551566,0,82,0.0
551590,0,82,0.0
551616,0,82,0.0
551641,0,82,0.0
551666,0,82,0.0
551691,0,82,0.0
551715,0,82,0.0
551741,0,82,0.0
551766,0,82,0.0
551790,0,82,0.0
551816,0,82,0.0
551840,0,82,0.0
551866,0,82,0.0
551890,0,82,0.0
551915,0,82,0.0
551941,0,82,0.0
551965,0,82,0.0
551990,0,82,0.0
552015,0,82,0.0
552040,0,82,0.0
552066,0,82,0.0
552090,0,82,0.0
552115,0,82,0.0
552140,0,82,0.0
552165,0,82,0.0
552189,0,82,0.0
552215,0,82,0.0
552240,0,82,0.0
552265,0,82,0.0
552290,0,82,0.0
552314,0,82,0.0
552340,0,82,0.0
552365,0,82,0.0
552389,0,82,0.0
552415,0,82,0.0
552439,0,82,0.0
552465,0,82,0.0
552489,0,82,0.0
552514,0,82,0.0
552540,0,82,0.0
552564,0,82,0.0
552589,0,82,0.0
552614,0,82,0.0
552639,0,82,0.0
552665,0,82,0.0
552689,0,82,0.0
552714,0,82,0.0
552739,0,82,0.0
552764,0,82,0.0
552788,0,82,0.0
552814,0,82,0.0
552839,0,82,0.0
552864,0,82,0.0
552889,0,82,0.0
552913,0,82,0.0
552939,0,82,0.0
552964,0,82,0.0
552988,0,82,0.0
553014,0,82,0.0
553038,0,82,0.0
553064,0,82,0.0
553089,0,82,0.0
553113,0,82,0.0
553139,0,82,0.0
553163,0,82,0.0
553188,0,82,0.0
553213,0,82,0.0
553238,0,82,0.0
553264,0,82,0.0
553288,0,82,0.0
553313,0,82,0.0
553338,0,82,0.0
553363,0,82,0.0
553388,0,81,0.0
553413,0,82,0.0
553438,0,82,0.0
553463,0,81,0.0
553488,0,81,0.0
553512,0,82,0.0
553538,0,82,0.0
553563,0,82,0.0
553587,0,81,0.0
553613,0,81,0.0
553637,0,82,0.0
553663,0,81,0.0
553688,0,81,0.0
553712,0,81,0.0
553738,0,81,0.0
553762,0,81,0.0
553787,0,81,0.0
553812,0,81,0.0
553837,0,81,0.0
553863,0,81,0.0
553887,0,81,0.0
553912,0,81,0.0
553937,0,81,0.0
553962,0,81,0.0
553987,0,81,0.0
554012,0,81,0.0
554037,0,81,0.0
554062,0,81,0.0
554087,0,81,0.0
554112,0,81,0.0
554137,0,81,0.0
554162,0,81,0.0
554186,0,81,0.0
554212,0,81,0.0
554236,0,81,0.0
554262,0,81,0.0
554287,0,81,0.0
554311,0,81,0.0
554337,0,81,0.0
554361,0,81,0.0
554386,0,81,0.0
554412,0,81,0.0
554436,0,81,0.0
554462,0,81,0.0
554486,0,81,0.0
554511,0,81,0.0
554536,0,81,0.0
554561,0,81,0.0
554586,0,81,0.0
554611,0,81,0.0
554636,0,81,0.0
554661,0,81,0.0
554686,0,81,0.0
554711,0,81,0.0
554736,0,81,0.0
554761,0,81,0.0
554785,0,81,0.0
554811,0,81,0.0
554835,0,81,0.0
554861,0,81,0.0
554886,0,81,0.0
554910,0,81,0.0
554936,0,81,0.0
554960,0,81,0.0
554985,0,81,0.0
555011,0,81,0.0
555035,0,81,0.0
555061,0,81,0.0
555085,0,81,0.0
555110,0,81,0.0
555136,0,81,0.0
555160,0,81,0.0
555185,0,81,0.0
555210,0,81,0.0
555235,0,81,0.0
555260,0,81,0.0
555285,0,81,0.0
555310,0,81,0.0
555335,0,81,0.0
555360,0,81,0.0
555384,0,81,0.0
555410,0,81,0.0
555435,0,81,0.0
555460,0,81,0.0
555485,0,81,0.0
555509,0,81,0.0
555535,0,81,0.0
555559,0,81,0.0
555584,0,81,0.0
555610,0,81,0.0
555634,0,81,0.0
555660,0,81,0.0
555684,0,81,0.0
555709,0,81,0.0
555735,0,81,0.0
555759,0,81,0.0
555784,0,81,0.0
555809,0,81,0.0
555834,0,81,0.0
555859,0,81,0.0
555884,0,81,0.0
555909,0,81,0.0
555934,0,81,0.0
555959,0,81,0.0
555983,0,81,0.0
556009,0,81,0.0
556034,0,81,0.0
556059,0,81,0.0
556084,0,81,0.0
556108,0,81,0.0
556134,0,81,0.0
556158,0,81,0.0
556183,0,81,0.0
556209,0,81,0.0
556233,0,81,0.0
556259,0,81,0.0
556283,0,81,0.0
556308,0,81,0.0
556334,0,81,0.0
556358,0,81,0.0
556383,0,81,0.0
556408,0,81,0.0
556433,0,81,0.0
556459,0,81,0.0
556483,0,81,0.0
556508,0,81,0.0
556533,0,81,0.0
556558,0,81,0.0
556582,0,81,0.0
556608,0,81,0.0
556633,0,81,0.0
556658,0,81,0.0
556683,0,81,0.0
556707,0,81,0.0
556733,0,81,0.0
556758,0,81,0.0
556782,0,81,0.0
556808,0,81,0.0
556832,0,81,0.0
556858,0,81,0.0
556882,0,81,0.0
556907,0,81,0.0
556933,0,81,0.0
556957,0,81,0.0
556982,0,81,0.0
557007,0,81,0.0
557032,0,81,0.0
557058,0,81,0.0
557082,0,81,0.0
557107,0,81,0.0
557132,0,81,0.0
557157,0,81,0.0
557181,0,81,0.0
557207,0,81,0.0
557232,0,81,0.0
557257,0,81,0.0
557282,0,81,0.0
557306,0,81,0.0
557332,0,81,0.0
557357,0,81,0.0
557381,0,81,0.0
557407,0,81,0.0
557431,0,81,0.0
557457,0,81,0.0
557481,0,81,0.0
557506,0,81,0.0
557532,0,81,0.0
557556,0,81,0.0
557581,0,81,0.0
557606,0,81,0.0
557631,0,81,0.0
557657,0,81,0.0
557681,0,81,0.0
557706,0,81,0.0
557731,0,80,0.0
557756,0,81,0.0
557780,0,81,0.0
557806,0,81,0.0
557831,0,80,0.0
557856,0,81,0.0
557881,0,81,0.0
557905,0,81,0.0
557931,0,80,0.0
557956,0,81,0.0
557980,0,81,0.0
558006,0,81,0.0
558030,0,80,0.0
558056,0,81,0.0
558081,0,80,0.0
558105,0,80,0.0
558131,0,80,0.0
558155,0,80,0.0
558180,0,81,0.0
558205,0,80,0.0
558230,0,80,0.0
558256,0,80,0.0
558280,0,80,0.0
558305,0,80,0.0
558330,0,80,0.0
558355,0,80,0.0
558380,0,81,0.0
558405,0,80,0.0
558430,0,80,0.0
558455,0,80,0.0
558480,0,80,0.0
558504,0,80,0.0
558530,0,80,0.0
558555,0,80,0.0
558579,0,80,0.0
558605,0,80,0.0
558629,0,80,0.0
558655,0,80,0.0
558680,0,80,0.0
558704,0,80,0.0
558730,0,80,0.0
558754,0,80,0.0
558779,0,80,0.0
558804,0,80,0.0
558829,0,80,0.0
558855,0,80,0.0
558879,0,80,0.0
558904,0,80,0.0
558929,0,80,0.0
558954,0,80,0.0
558979,0,80,0.0
559004,0,80,0.0
559029,0,80,0.0
559054,0,80,0.0
559079,0,80,0.0
559104,0,80,0.0
559129,0,80,0.0
559154,0,80,0.0
559178,0,80,0.0
559204,0,80,0.0
559228,0,80,0.0
559254,0,79,0.0
559279,0,80,0.0
559303,0,80,0.0
559329,0,80,0.0
559353,0,80,0.0
559378,0,80,0.0
559404,0,80,0.0
559428,0,80,0.0
559454,0,80,0.0
559478,0,80,0.0
559503,0,80,0.0
559528,0,79,0.0
559553,0,80,0.0
559578,0,80,0.0
559603,0,80,0.0
559628,0,80,0.0
559653,0,79,0.0
559678,0,79,0.0
559703,0,79,0.0
559728,0,79,0.0
559753,0,79,0.0
559777,0,79,0.0
559803,0,80,0.0
559827,0,80,0.0
559853,0,80,0.0
559878,0,79,0.0
559902,0,79,0.0
559928,0,79,0.0
559952,0,79,0.0
559977,0,79,0.0
560003,0,79,0.0
560027,0,80,0.0
560053,0,79,0.0
560077,0,79,0.0
560102,0,79,0.0
560128,0,79,0.0
560152,0,79,0.0
560177,0,79,0.0
560202,0,79,0.0
560227,0,79,0.0
560252,0,79,0.0
560277,0,79,0.0
560302,0,79,0.0
560327,0,79,0.0
560352,0,79,0.0
560376,0,79,0.0
560402,0,79,0.0
560427,0,79,0.0
560452,0,79,0.0
560477,0,79,0.0
560501,0,79,0.0
560527,0,79,0.0
560551,0,79,0.0
560576,0,79,0.0
560602,0,79,0.0
560626,0,79,0.0
560652,0,79,0.0
560676,0,79,0.0
560701,0,79,0.0
560727,0,79,0.0
560751,0,79,0.0
560776,0,79,0.0
560801,0,79,0.0
560826,0,79,0.0
560851,0,79,0.0
560876,0,79,0.0
560901,0,79,0.0
560926,0,79,0.0
560951,0,79,0.0
560975,0,79,0.0
561001,0,79,0.0
561026,0,79,0.0
561051,0,79,0.0
561076,0,79,0.0
561100,0,79,0.0
561126,0,79,0.0
561150,0,79,0.0
561175,0,79,0.0
561201,0,79,0.0
561225,0,79,0.0
561251,0,79,0.0
561275,0,79,0.0
561300,0,79,0.0
561326,0,79,0.0
561350,0,79,0.0
561375,0,79,0.0
561400,0,79,0.0
561425,0,79,0.0
561451,0,79,0.0
561475,0,79,0.0
561500,0,79,0.0
561525,0,79,0.0
561550,0,79,0.0
561574,0,79,0.0
561600,0,79,0.0
561625,0,79,0.0
561650,0,79,0.0
561675,0,79,0.0
561699,0,79,0.0
561725,0,79,0.0
561750,0,79,0.0
561774,0,79,0.0
561800,0,79,0.0
561824,0,79,0.0
561850,0,79,0.0
561874,0,79,0.0
561899,0,79,0.0
561925,0,79,0.0
561949,0,79,0.0
561974,0,78,0.0
561999,0,79,0.0
562024,0,78,0.0
562050,0,79,0.0
562074,0,79,0.0
562099,0,79,0.0
562124,0,79,0.0
562149,0,79,0.0
562173,0,79,0.0
562199,0,79,0.0
562224,0,79,0.0
562249,0,78,0.0
562274,0,78,0.0
562298,0,78,0.0
562324,0,78,0.0
562349,0,79,0.0
562373,0,78,0.0
562399,0,78,0.0
562423,0,79,0.0
562449,0,79,0.0
562473,0,78,0.0
562498,0,78,0.0
562524,0,78,0.0
562548,0,78,0.0
562573,0,78,0.0
562598,0,78,0.0
562623,0,78,0.0
562649,0,78,0.0
562673,0,78,0.0
562698,0,78,0.0
562723,0,78,0.0
562748,0,78,0.0
562772,0,78,0.0
562798,0,78,0.0
562823,0,78,0.0
562848,0,78,0.0
562873,0,78,0.0
562897,0,78,0.0
562923,0,78,0.0
562948,0,78,0.0
562972,0,78,0.0
562998,0,78,0.0
563022,0,78,0.0
563048,0,78,0.0
563073,0,78,0.0
563097,0,78,0.0
563123,0,78,0.0
563147,0,78,0.0
563172,0,78,0.0
563197,0,78,0.0
563222,0,78,0.0
563248,0,78,0.0
563272,0,78,0.0
563297,0,78,0.0
563322,0,78,0.0
563347,0,78,0.0
563372,0,78,0.0
563397,0,78,0.0
563422,0,78,0.0
563447,0,78,0.0
563472,0,78,0.0
563496,0,78,0.0
563522,0,78,0.0
563547,0,78,0.0
563571,0,78,0.0
563597,0,78,0.0
563621,0,78,0.0
563647,0,78,0.0
563672,0,78,0.0
563696,0,78,0.0
563722,0,78,0.0
563746,0,78,0.0
563771,0,78,0.0
563796,0,78,0.0
563821,0,78,0.0
563847,0,78,0.0
563871,0,78,0.0
563896,0,78,0.0
563921,0,78,0.0
563946,0,78,0.0
563971,0,78,0.0
563996,0,78,0.0
564021,0,78,0.0
564046,0,78,0.0
564071,0,78,0.0
564096,0,78,0.0
564121,0,78,0.0
564146,0,78,0.0
564170,0,78,0.0
564196,0,78,0.0
564220,0,78,0.0
564246,0,78,0.0
564271,0,78,0.0
564295,0,78,0.0
564321,0,78,0.0
564345,0,78,0.0
564370,0,78,0.0
564396,0,78,0.0
564420,0,78,0.0
564446,0,78,0.0
564470,0,78,0.0
564495,0,78,0.0
564520,0,78,0.0
564545,0,78,0.0
564570,0,78,0.0
564595,0,78,0.0
564620,0,78,0.0
564645,0,78,0.0
564670,0,78,0.0
564695,0,78,0.0
564720,0,78,0.0
564745,0,78,0.0
564769,0,78,0.0
564795,0,78,0.0
564819,0,78,0.0
564845,0,78,0.0
564870,0,78,0.0
564894,0,78,0.0
564920,0,78,0.0
564944,0,78,0.0
564969,0,78,0.0
564995,0,78,0.0
565019,0,78,0.0
565045,0,78,0.0
565069,0,78,0.0
565094,0,78,0.0
565120,0,78,0.0
565144,0,78,0.0
565169,0,77,0.0
565194,0,78,0.0
565219,0,78,0.0
565244,0,78,0.0
565269,0,77,0.0
565294,0,78,0.0
565319,0,77,0.0
565344,0,78,0.0
565368,0,78,0.0
565394,0,78,0.0
565419,0,77,0.0
565444,0,78,0.0
565469,0,77,0.0
565493,0,78,0.0
565519,0,77,0.0
565543,0,78,0.0
565568,0,77,0.0
565594,0,77,0.0
565618,0,77,0.0
565644,0,78,0.0
565668,0,77,0.0
565693,0,77,0.0
565719,0,77,0.0
565743,0,77,0.0
565768,0,77,0.0
565793,0,77,0.0
565818,0,77,0.0
565843,0,77,0.0
565868,0,77,0.0
565893,0,77,0.0
565918,0,77,0.0
565943,0,77,0.0
565967,0,77,0.0
565993,0,78,0.0
566018,0,77,0.0
566043,0,78,0.0
566068,0,77,0.0
566092,0,78,0.0
566118,0,77,0.0
566142,0,78,0.0
566167,0,77,0.0
566193,0,77,0.0
566217,0,77,0.0
566243,0,77,0.0
566267,0,77,0.0
566292,0,77,0.0
566318,0,77,0.0
566342,0,77,0.0
566367,0,77,0.0
566392,0,77,0.0
566417,0,77,0.0
566443,0,77,0.0
566467,0,77,0.0
566492,0,77,0.0
566517,0,77,0.0
566542,0,77,0.0
566566,0,77,0.0
566592,0,77,0.0
566617,0,77,0.0
566642,0,77,0.0
566667,0,77,0.0
566691,0,77,0.0
566717,0,77,0.0
566742,0,77,0.0
566766,0,77,0.0
566792,0,77,0.0
566816,0,76,0.0
566842,0,77,0.0
566866,0,77,0.0
566891,0,76,0.0
566917,0,76,0.0
566941,0,77,0.0
566966,0,77,0.0
566991,0,77,0.0
567016,0,76,0.0
567042,0,76,0.0
567066,0,76,0.0
567091,0,76,0.0
567116,0,76,0.0
567141,0,76,0.0
567165,0,76,0.0
567191,0,76,0.0
567216,0,76,0.0
567241,0,76,0.0
567266,0,76,0.0
567290,0,76,0.0
567316,0,76,0.0
567341,0,76,0.0
567365,0,76,0.0
567391,0,76,0.0
567415,0,76,0.0
567441,0,76,0.0
567465,0,76,0.0
567490,0,76,0.0
567516,0,76,0.0
567540,0,76,0.0
567565,0,76,0.0
567590,0,76,0.0
567615,0,76,0.0
567641,0,76,0.0
567665,0,76,0.0
567690,0,76,0.0
567715,0,76,0.0
567740,0,76,0.0
567764,0,76,0.0
567790,0,76,0.0
567815,0,76,0.0
567840,0,76,0.0
567865,0,76,0.0
567889,0,76,0.0
567915,0,76,0.0
567940,0,76,0.0
567964,0,76,0.0
567990,0,76,0.0
568014,0,76,0.0
568040,0,76,0.0
568065,0,76,0.0
568089,0,76,0.0
568115,0,76,0.0
568139,0,76,0.0
568164,0,76,0.0
568189,0,76,0.0
568214,0,76,0.0
568240,0,75,0.0
568264,0,76,0.0
568289,0,76,0.0
568314,0,76,0.0
568339,0,76,0.0
568364,0,76,0.0
568389,0,76,0.0
568414,0,76,0.0
568439,0,76,0.0
568464,0,76,0.0
568488,0,76,0.0
568514,0,76,0.0
568539,0,76,0.0
568563,0,76,0.0
568589,0,76,0.0
568613,0,76,0.0
568639,0,76,0.0
568664,0,76,0.0
568688,0,75,0.0
568714,0,75,0.0
568738,0,75,0.0
568763,0,76,0.0
568788,0,76,0.0
568813,0,76,0.0
568839,0,76,0.0
568863,0,75,0.0
568888,0,76,0.0
568913,0,76,0.0
568938,0,75,0.0
568963,0,75,0.0
568988,0,76,0.0
569013,0,76,0.0
569038,0,75,0.0
569063,0,75,0.0
569088,0,76,0.0
569113,0,75,0.0
569138,0,75,0.0
569162,0,75,0.0
569188,0,75,0.0
569212,0,75,0.0
569238,0,75,0.0
569263,0,75,0.0
569287,0,75,0.0
569313,0,75,0.0
569337,0,75,0.0
569362,0,75,0.0
569388,0,75,0.0
569412,0,75,0.0
569438,0,75,0.0
569462,0,75,0.0
569487,0,75,0.0
569512,0,75,0.0
569537,0,75,0.0
569562,0,75,0.0
569587,0,75,0.0
569612,0,75,0.0
569637,0,75,0.0
569662,0,75,0.0
569687,0,75,0.0
569712,0,75,0.0
569737,0,75,0.0
569761,0,75,0.0
569787,0,75,0.0
569811,0,75,0.0
569837,0,75,0.0
569862,0,75,0.0
569886,0,75,0.0
569912,0,75,0.0
569936,0,75,0.0
569961,0,75,0.0
569987,0,75,0.0
570011,0,75,0.0
570037,0,75,0.0
570061,0,75,0.0
570086,0,75,0.0
570112,0,75,0.0
570136,0,75,0.0
570161,0,75,0.0
570186,0,75,0.0
570211,0,75,0.0
570236,0,75,0.0
570261,0,75,0.0
570286,0,75,0.0
570311,0,75,0.0
570336,0,75,0.0
570360,0,75,0.0
570386,0,75,0.0
570411,0,75,0.0
570436,0,75,0.0
570461,0,75,0.0
570485,0,75,0.0
570511,0,75,0.0
570535,0,75,0.0
570560,0,75,0.0
570586,0,75,0.0
570610,0,75,0.0
570636,0,75,0.0
570660,0,75,0.0
570685,0,75,0.0
570711,0,75,0.0
570735,0,75,0.0
570760,0,75,0.0
570785,0,75,0.0
570810,0,75,0.0
570835,0,75,0.0
570860,0,75,0.0
570885,0,75,0.0
570910,0,75,0.0
570935,0,75,0.0
570959,0,75,0.0
570985,0,75,0.0
571010,0,75,0.0
571035,0,75,0.0
571060,0,75,0.0
571084,0,75,0.0
571110,0,75,0.0
571134,0,75,0.0
571159,0,75,0.0
571185,0,75,0.0
571209,0,75,0.0
571235,0,75,0.0
571259,0,75,0.0
571284,0,75,0.0
571310,0,75,0.0
571334,0,75,0.0
571359,0,75,0.0
571384,0,75,0.0
571409,0,75,0.0
571435,0,75,0.0
571459,0,75,0.0
571484,0,75,0.0
571509,0,75,0.0
571534,0,75,0.0
571558,0,75,0.0
571584,0,75,0.0
571609,0,75,0.0
571634,0,75,0.0
571659,0,75,0.0
571683,0,75,0.0
571709,0,75,0.0
571734,0,75,0.0
571758,0,75,0.0
571784,0,75,0.0
571808,0,75,0.0
571834,0,75,0.0
571858,0,75,0.0
571883,0,75,0.0
571909,0,75,0.0
571933,0,75,0.0
571958,0,75,0.0
571983,0,75,0.0
572008,0,75,0.0
572034,0,75,0.0
572058,0,75,0.0
572083,0,75,0.0
572108,0,75,0.0
572133,0,75,0.0
572157,0,75,0.0
572183,0,75,0.0
572208,0,75,0.0
572233,0,75,0.0
572258,0,75,0.0
572282,0,75,0.0
572308,0,75,0.0
572333,0,75,0.0
572357,0,75,0.0
572383,0,75,0.0
572407,0,75,0.0
572433,0,75,0.0
572457,0,75,0.0
572482,0,75,0.0
572508,0,75,0.0
572532,0,75,0.0
572557,0,75,0.0
572582,0,75,0.0
572607,0,75,0.0
572633,0,75,0.0
572657,0,75,0.0
572682,0,75,0.0
572707,0,75,0.0
572732,0,75,0.0
572756,0,75,0.0
572782,0,75,0.0
572807,0,75,0.0
572832,0,75,0.0
572857,0,75,0.0
572881,0,75,0.0
572907,0,75,0.0
572932,0,75,0.0
572956,0,75,0.0
572982,0,75,0.0
573006,0,75,0.0
573032,0,75,0.0
573057,0,75,0.0
573081,0,75,0.0
573107,0,75,0.0
573131,0,75,0.0
573156,0,75,0.0
573181,0,75,0.0
573206,0,75,0.0
573232,0,75,0.0
573256,0,75,0.0
573281,0,75,0.0
573306,0,75,0.0
573331,0,75,0.0
573356,0,75,0.0
573381,0,75,0.0
573406,0,75,0.0
573431,0,75,0.0
573456,0,75,0.0
573480,0,75,0.0
573506,0,75,0.0
573531,0,75,0.0
573555,0,75,0.0
573581,0,75,0.0
573605,0,75,0.0
573631,0,75,0.0
573656,0,75,0.0
573680,0,75,0.0
573706,0,75,0.0
573730,0,75,0.0
573755,0,75,0.0
573780,0,75,0.0
573805,0,75,0.0
573831,0,75,0.0
573855,0,75,0.0
573880,0,75,0.0
573905,0,75,0.0
573930,0,75,0.0
573955,0,75,0.0
573980,0,75,0.0
574005,0,75,0.0
574030,0,75,0.0
574055,0,75,0.0
574080,0,75,0.0
574105,0,75,0.0
574130,0,75,0.0
574154,0,75,0.0
574180,0,75,0.0
574204,0,75,0.0
574230,0,75,0.0
574255,0,75,0.0
574279,0,75,0.0
574305,0,75,0.0
574329,0,75,0.0
574354,0,75,0.0
574380,0,75,0.0
574404,0,75,0.0
574430,0,75,0.0
574454,0,75,0.0
574479,0,75,0.0
574504,0,75,0.0
574529,0,75,0.0
574554,0,75,0.0
574579,0,75,0.0
574604,0,75,0.0
574629,0,75,0.0
574654,0,75,0.0
574679,0,75,0.0
574704,0,75,0.0
574729,0,75,0.0
574753,0,75,0.0
574779,0,75,0.0
574803,0,75,0.0
574829,0,75,0.0
574854,0,75,0.0
574878,0,75,0.0
574904,0,74,0.0
574928,0,75,0.0
574953,0,75,0.0
574979,0,75,0.0
575003,0,75,0.0
575029,0,75,0.0
575053,0,75,0.0
575078,0,75,0.0
575104,0,74,0.0
575128,0,75,0.0
575153,0,75,0.0
575178,0,75,0.0
575203,0,74,0.0
575228,0,74,0.0
575253,0,75,0.0
575278,0,75,0.0
575303,0,74,0.0
575328,0,75,0.0
575352,0,75,0.0
575378,0,74,0.0
575403,0,74,0.0
575428,0,74,0.0
575453,0,75,0.0
575477,0,74,0.0
575503,0,74,0.0
575527,0,74,0.0
575552,0,74,0.0
575578,0,74,0.0
575602,0,74,0.0
575628,0,74,0.0
575652,0,74,0.0
575677,0,74,0.0
575703,0,74,0.0
575727,0,74,0.0
575752,0,74,0.0
575777,0,74,0.0
575802,0,74,0.0
575827,0,74,0.0
575852,0,74,0.0
575877,0,74,0.0
575902,0,74,0.0
575927,0,74,0.0
575951,0,74,0.0
575977,0,74,0.0
576002,0,74,0.0
576027,0,74,0.0
576052,0,74,0.0
576076,0,74,0.0
576102,0,74,0.0
576126,0,74,0.0
576151,0,74,0.0
576177,0,74,0.0
576201,0,74,0.0
576227,0,74,0.0
576251,0,74,0.0
576276,0,74,0.0
576302,0,74,0.0
576326,0,74,0.0
576351,0,74,0.0
576376,0,74,0.0
576401,0,74,0.0
576427,0,74,0.0
576451,0,74,0.0
576476,0,74,0.0
576501,0,74,0.0
576526,0,74,0.0
576550,0,74,0.0
576576,0,74,0.0
576601,0,74,0.0
576626,0,74,0.0
576651,0,74,0.0
576675,0,74,0.0
576701,0,74,0.0
576726,0,74,0.0
576750,0,74,0.0
576776,0,74,0.0
576800,0,74,0.0
576826,0,74,0.0
576850,0,74,0.0
576875,0,74,0.0
576901,0,74,0.0
576925,0,74,0.0
576950,0,74,0.0
576975,0,74,0.0
577000,0,74,0.0
577026,0,74,0.0
577050,0,74,0.0
577075,0,74,0.0
577100,0,74,0.0
577125,0,74,0.0
577149,0,74,0.0
577175,0,74,0.0
577200,0,74,0.0
577225,0,74,0.0
577250,0,74,0.0
577274,0,74,0.0
577300,0,74,0.0
577325,0,74,0.0
577349,0,74,0.0
577375,0,74,0.0
577399,0,74,0.0
577425,0,74,0.0
577449,0,74,0.0
577474,0,74,0.0
577500,0,74,0.0
577524,0,74,0.0
577549,0,74,0.0
577574,0,74,0.0
577599,0,74,0.0
577625,0,74,0.0
577649,0,74,0.0
577674,0,74,0.0
577699,0,74,0.0
577724,0,74,0.0
577748,0,74,0.0
577774,0,74,0.0
577799,0,74,0.0
577824,0,74,0.0
577849,0,74,0.0
577873,0,74,0.0
577899,0,74,0.0
577924,0,74,0.0
577948,0,74,0.0
577974,0,74,0.0
577998,0,74,0.0
578024,0,74,0.0
578049,0,74,0.0
578073,0,74,0.0
578099,0,74,0.0
578123,0,73,0.0
578148,0,74,0.0
578173,0,74,0.0
578198,0,74,0.0
578224,0,74,0.0
578248,0,74,0.0
578273,0,74,0.0
578298,0,74,0.0
578323,0,74,0.0
578348,0,74,0.0
578373,0,74,0.0
578398,0,74,0.0
578423,0,74,0.0
578448,0,74,0.0
578472,0,74,0.0
578498,0,74,0.0
578523,0,74,0.0
578547,0,73,0.0
578573,0,74,0.0
578597,0,74,0.0
578623,0,74,0.0
578648,0,74,0.0
578672,0,74,0.0
578698,0,74,0.0
578722,0,74,0.0
578747,0,74,0.0
578772,0,74,0.0
578797,0,74,0.0
578823,0,74,0.0
578847,0,74,0.0
578872,0,73,0.0
578897,0,74,0.0
578922,0,74,0.0
578947,0,73,0.0
578972,0,74,0.0
578997,0,73,0.0
579022,0,74,0.0
579047,0,73,0.0
579072,0,73,0.0
579097,0,74,0.0
579122,0,73,0.0
579146,0,74,0.0
579172,0,74,0.0
579196,0,74,0.0
579222,0,74,0.0
579247,0,73,0.0
579271,0,74,0.0
579297,0,74,0.0
579321,0,73,0.0
579346,0,73,0.0
579372,0,73,0.0
579396,0,74,0.0
579422,0,73,0.0
579446,0,74,0.0
579471,0,74,0.0
579496,0,73,0.0
579521,0,73,0.0
579546,0,74,0.0
579571,0,73,0.0
579596,0,73,0.0
579621,0,73,0.0
579646,0,74,0.0
579671,0,73,0.0
579696,0,73,0.0
579721,0,73,0.0
579745,0,74,0.0
579771,0,73,0.0
579795,0,74,0.0
579821,0,73,0.0
579846,0,73,0.0
579870,0,74,0.0
579896,0,74,0.0
579920,0,73,0.0
579945,0,73,0.0
579971,0,73,0.0
579995,0,73,0.0
580021,0,73,0.0
580045,0,73,0.0
580070,0,73,0.0
580096,0,73,0.0
580120,0,73,0.0
580145,0,73,0.0
580170,0,73,0.0
580195,0,74,0.0
580220,0,73,0.0
580245,0,73,0.0
580270,0,73,0.0
580295,0,73,0.0
580320,0,73,0.0
580344,0,73,0.0
580370,0,73,0.0
580395,0,73,0.0
580420,0,73,0.0
580445,0,73,0.0
580469,0,73,0.0
580495,0,73,0.0
580519,0,73,0.0
580544,0,73,0.0
580570,0,73,0.0
580594,0,73,0.0
580620,0,73,0.0
580644,0,73,0.0
580669,0,73,0.0
580695,0,73,0.0
580719,0,73,0.0
580744,0,73,0.0
580769,0,73,0.0
580794,0,73,0.0
580819,0,73,0.0
580844,0,73,0.0
580869,0,73,0.0
580894,0,73,0.0
580919,0,73,0.0
580943,0,73,0.0
580969,0,73,0.0
580994,0,73,0.0
581019,0,73,0.0
581044,0,73,0.0
581068,0,72,0.0
581094,0,73,0.0
581118,0,73,0.0
581143,0,73,0.0
581169,0,73,0.0
581193,0,73,0.0
581219,0,73,0.0
581243,0,73,0.0
581268,0,73,0.0
581294,0,73,0.0
581318,0,73,0.0
581343,0,73,0.0
581368,0,73,0.0
581393,0,73,0.0
581419,0,72,0.0
581443,0,73,0.0
581468,0,73,0.0
581493,0,73,0.0
581518,0,73,0.0
581542,0,73,0.0
581568,0,73,0.0
581593,0,72,0.0
581618,0,73,0.0
581643,0,73,0.0
581667,0,73,0.0
581693,0,73,0.0
581718,0,73,0.0
581742,0,73,0.0
581768,0,73,0.0
581792,0,73,0.0
581818,0,73,0.0
581842,0,73,0.0
581867,0,72,0.0
581893,0,73,0.0
581917,0,73,0.0
581942,0,73,0.0
581967,0,72,0.0
581992,0,72,0.0
582018,0,73,0.0
582042,0,73,0.0
582067,0,72,0.0
582092,0,72,0.0
582117,0,73,0.0
582141,0,73,0.0
582167,0,72,0.0
582192,0,73,0.0
582217,0,73,0.0
582242,0,72,0.0
582266,0,73,0.0
582292,0,72,0.0
582317,0,73,0.0
582341,0,73,0.0
582367,0,73,0.0
582391,0,72,0.0
582417,0,72,0.0
582441,0,72,0.0
582466,0,72,0.0
582492,0,72,0.0
582516,0,73,0.0
582541,0,72,0.0
582566,0,73,0.0
582591,0,72,0.0
582617,0,73,0.0
582641,0,72,0.0
582666,0,73,0.0
582691,0,72,0.0
582716,0,72,0.0
582740,0,72,0.0
582766,0,73,0.0
582791,0,72,0.0
582816,0,73,0.0
582841,0,72,0.0
582865,0,72,0.0
582891,0,72,0.0
582916,0,72,0.0
582940,0,72,0.0
582966,0,72,0.0
